id,id,AgeGroup,Gender,CountryCode,TopGame,Subscription
338,-7344,bOd,WSCTMT,-2739,OQ9NxIBV;b4D44vMO,310;-4468
339,5252,S1i09Fwl82,ev5,-9560,R8qoQ557,-6692;4379;-7482
340,4776,X5r2Auf,GctUxp,-66,991pvVXz1n,9712;-4210
341,-4141,EW,xFGrpmPVG,-7839,R9j7TeKq;qFxkRwzO;ESrHkPzj,8333;-9231
342,-1087,UuYC1c,jfGIyQ6V,9114,TCZA;Autm;H1OK,-4413;5550;3205
343,8195,inFzzlTl,K,8824,QC,-93;-2750;7701
344,-2766,o,4moc1j5y,7238,QPAVfdJcu;L71lun1RO,-6788;-5077
345,9942,04,Yp1qM,-2620,OS,1089
346,7491,w0L7,tRSQ4qmj,-7338,Q;J;I,1987
347,192,W04,3zn1Lw,3855,CrfAth8n42;NMbP7UXl3d;GknQaSgrJg,-2054
348,4598,PP,c,857,Ytxycd;LEu4fm;6ocB9W,883;6044;2059
349,4776,fPijGr25,9Qgt,-7972,c7TuyCY2,9730;-4177;-465
350,2612,b6o6C,kfIeH6tf5i,-9416,q3s0x;Yn1vu;tRhIS,-2713
351,5480,5,tGZlSk0At,7148,QJup;t5bj;UjpE,4073;-3539;3662
352,-8317,9b7,FRleb,-6866,6kRRI7,-2590;2086;-8883
353,-5095,FF9l37m,fFI2iYF1pe,781,bbsqAojRH;UUO4GbWva;NADO1JkzE,-355;-8925;2555
354,80,joWPu,Rd0C,1094,GdTsc;rlweD,1047
355,3720,9DY8,J,3083,iQiYKXck;dVQ8dWx2,6860;4524;4418
356,-4453,QA,Kv7,-9541,IpE;U2Z,4078;-7287;5066
357,9949,PWYOKRMV,SxG,-3019,M,5353;3916
358,4154,eW4n,PkGG2,-9094,C;8;9,1406
359,-6045,Yo,UPl6aYq2Q,-9124,lASpptWO;SarjGc46,-5748
360,8087,4TGA0RN1Xk,N,-300,1VAY;VY4L;Q8KK,1306;2722;8355
361,433,MRsmF,hW7ZPSXf,-1833,M9l;4Vi,-9220;-5690;-3069
362,2963,sN,pTGu,718,908fodM,3222
363,-7264,JFIN,H9ye4,9056,sadpYCmz1n;xUTFk6mFVd;S5dmf3s9js,6837
364,-9735,dhscjjww,O,-6144,nKAZOhmK,-7536
365,8667,mDEcAb,utFA3,2128,CNZdy;D9J95,7719
366,-2773,fyjkC,Ups4t,9582,5m,-2244;-6441
367,-7373,D9Y,GNPp,-1807,J6MIaVog;0Qo1TO3P;o4gU26oh,2692;-9398
368,8729,6XKzilv,7OkvErL8i,3636,GOL30TgJG,5002;1139;7164
369,1411,MetNf2L4,qbz,-6233,K8u,1622;1932;7960
370,-7583,J,tT,-3634,Fwg1PI,4735;746;6330
371,-105,kyje3xFRIK,ro6z2S,429,U3;Ss,-770;-7967;9071
372,2963,y4fzTnA,8RVTM,9293,Z0NggZZyN;qfR17XVyS,8530;-99;1908
373,265,yHpAy6mrZy,lv,4685,65r;dGi,-6428
374,4449,43p6BMJ,0lMHC3mO,-3634,3mx7si,-4934
375,6754,KnVqJbO,p,-8670,XuX0;5rOd,-5015
376,-7433,1amzJaogE,vd9c5DS,-5162,vTY9Qvm706;cHIgzX5Q25;uoa7Tyqa0P,211;5649;766
377,576,KfB7JyA7,4k4W,-2481,q,-4367
378,2096,8,e9TX,-5981,UFyr,6976
379,1762,o,NOY,8972,qurJlBvJj;nEUHSCHlg;ZvWdm6szk,-2602;-792
380,2419,Yt,0q5n1TjKY,-791,ap;PP,-7612
381,-1105,3FN7d5DH,LZ,680,XRrNgd;EGf0XN;wdEZ9W,-6790;4068;-1650
382,-664,JRet,2Oey5nQ,5946,bcLOa1k2Rp;zdfMV1ETyX,8963;2580;5283
383,-7791,CuD,aUezx,7736,ss6jKFOpwH,748;6579
384,1996,J,BnsbO,991,MRtOXs6vH3,9105;-8427;-3823
385,2337,ZOf,M7S,-1652,h;U,-1542;-7220
386,-9648,aX,x,4039,el6vKMG4m;KW7WoPHi3;sFuYCfGga,2;-4990;5353
387,-4947,beY,olzVA,-1876,teqiiJ,-4454
388,2151,XJgjI,KJxdTqCB,1831,jmswVolCXs;5XYHZu0uhf,-2322;-4611;-4033
389,-5700,Ue,bJ,-6193,Ifw5AFD7us;QyPUSQztES,-6107
390,3448,sE9pA,nm2nffQWt,-6089,vamIdfQ7h,1109;9292;1931
391,-9651,c3LjdimC3,yRoYMW,-258,QHAId,-8083
392,-3188,ddtKM,JcJ,7905,b4ftpTNdRx,8330;6949
393,8836,klf5Dnm,jq,2099,nsTWy9rSV;citBu8eLA,-5144
394,114,5,u12hiQIXx,4260,P2ga0cWx;6GqlLRCS;FbPweZv3,-1647
395,7092,70k,im,-2076,Rl0Pw;oyo7n;ceRt7,-6138;9910
396,-571,e,3Qcy9ArM,-1645,sVn;U3i,-5978;-3093;3707
397,-5423,UQDI,lM8Bv4,2893,LDbpe6X,-6141
398,4039,0rT0WFy,e16S,9684,exKOv;PqRd2;d95Bf,7644;-6899
399,-4762,764,r,-8991,05JkQz;1QhgdO,6552;8431;-1235
400,-4758,3,EODe,3321,7akvgjx;dqgPCHF,8185
401,5026,K2V1gNDz,JkgF6BIb,-6802,3TEdhUSba,9383
402,-8277,oh,mIsyNZweN,6978,IVcXbC1uCi,-9925;8105;7414
403,-2327,86THGmDJ,6,-1637,r0xsXc,1965
404,3751,cAUQvt4,D7Yjl,6054,5wt8;1Q7q,1832;-4989;-6528
405,4760,dd7R6UC5,ViW7pfFv8y,9611,PG,-6962;-8136
406,-4065,S9Klsj8L,UAJYHXNfe,-9469,AKa;B3q;xk9,2072;-4910
407,-9805,LClbl,YNMne,-4530,fYVm;l1JO,1654;1029;2620
408,4422,WRd,D,-3411,Z;f;r,-8241
409,-1227,IiWBbnw,4xXMp,-4402,LES1s,-7064;-5287;-4606
410,4749,PIcAhVc,H,-8480,D;L,-28
411,-3964,E,zKWDdSrP,-9544,USo3kZzwf,7658
412,6688,M9K,Z3NxJi,-2382,i0ixEs2,-899;-2319
413,4420,Qfj9hFOc5,Xl,7750,R4hPMD1,-5045
414,-7538,0AwTq5xt,oXkZ6mvA,-2301,HLZdaHxO,169;-1554;-8906
415,4832,axRLa2W,zQCWMRBAy3,-5538,9PerS7C,-3872;-4819;1941
416,-5701,nNc4laXu7,hdXylRP,-3108,9bgGZ,2027;-6654;-6622
417,-9611,Kx,Ocra,-3529,l;Z;2,9258
418,-724,oFK0rNix,Xe75vGpO,2630,iDtTNZ;3aKyo7,-5437;-7781
419,9376,rP,U55OJUh4yE,1066,3qatC0;exIMFU,5835
420,-1212,KBKU2,ccZDOg3HZ,-8312,BT,3460;673
421,-3060,9OoWyoNe,iGLxF,-7762,NUQCbJcULH;zTgStpFlGv;OImgFnygpD,9853
422,8232,eda8qDtEh,qF91,3103,E;t;g,-7208;-1503
423,-261,1iw6J,s,9724,FfWy9dh,6674;5003;-9158
424,-9459,c,6Wy9,5734,gA,-5847;-3374
425,6486,KCRHFQ,OLB3,400,MQc1Zdx;s0npte5;35IQjAO,-8686;4254
426,-6100,kfZpWS,M5s8,-9846,R2l65sa3Kh;pG73Bskzfc,-7946;-8623;-6620
427,-8783,KO,zDAxpsX,-1519,mzz;Pv8;FJM,2577;3880;-4553
428,8561,8DoV,4fXWcUjfM6,-2752,JQOgYh3i2;55a5Cpu7p,7747
429,9101,xeq49,a61,-6510,tV9I3i,5403;-1149
430,2388,5T,igwecH,-5339,PfR;V9i;HQ4,-3587;9166
431,-7408,2877K,hN,3397,pux,-8949
432,-3640,KN,rQLTp,1,7UUsJBF4Z,-7778
433,5170,OYgy,uSi4iAeT,4191,Ctea;y9S1;OWpw,-5897;7896;-7468
434,7680,MZk,Tc,4819,sPwC4uswLV;b94ASDrUZg,-2993
435,-2712,rkCk71pyw,ulwy6YG9t,-5414,UzPZ84hv;bidRoav0;8r3FoYbC,-2756;5601;-3405
436,-6715,q26K8,LKQ,-899,KZrWuYKW;UXZHj9KE;YZOfSG48,-1602;-2986;-5868
437,7003,1zq,8p4SBKJXq,-8020,zwBkKFvXW,1577;-7431;-6063
438,1596,XmmPI1A,lhuyg,7117,rMme6;jezit,5779
439,1402,4g,Vi,2178,mC;Az,7399;4986
440,9297,dGw,BhRv2E1,-1834,AKpj8kO9II;YJ27N9uIck,-8650
441,-1798,GJiYu,rwqH69Zr,7817,479OK3U,-8191;-7657
442,9551,5bB,QU2eq,5336,7H,-4273
443,-8473,vVK6S44,Ol1,-1098,xp5PV0yT;12EXgvsX,2665;4959
444,6970,ZtjXUOAG4h,xBtrxR,1966,D;N,-9055;8079;6181
445,-9343,Qf,dJzj2,9583,si9V,-1896;-6323
446,-8279,hh4MxajFP,I53fFL3q,9966,JIpFy,-4446;-278
447,-9069,pr8bj93,taZNPxSCv5,5335,U934,3278;-1230
448,8086,9zl,Sq,157,h30U5j8J;ohGJfMvz,-7506;7114;8677
449,2973,rIHdiK1,VrwQCfjASV,9672,yI;nI,1986
450,-6707,cG133A7Ir,B6DZiVj7,1232,mM,-8218;8894;-1490
451,6383,2PF8i5,9O,-7193,w9de4kF,6832
452,7697,jnuPFpiq,HXW,-7733,2RH;LlP,6081;-8094
453,-2945,kZdt2h,c8,5624,w0ZmtVU,-7907
454,-1729,LqZRYvrtUT,9Cz,591,yGQxdU55I;jWm20cxon,-8947;9610
455,7507,F5w6,Vj2KlRUr,4708,BcAmKlh;izyb0rm;XGJcvb5,1922;-3861
456,-6471,1Cn,fQomNHjlZ,-3762,gSyXoK,-3571
457,-564,uac,b4j61rLu,-4110,w18jV,-3449;-1322
458,278,ahG,nohJkOB,-7969,0;m,-6018;6644
459,-9373,CKP,GvpBqh,8719,UpD,-6608
460,-5817,hndPdKbrQ,I,2455,5t3e,-4029;2243
461,-2605,a,dnYbCr8,5014,AiV2tnCvrZ;URIOBPQPUg;zoc0k9VguS,-7052
462,-5055,YJ9dC,h6O,7913,Xcz;45p;62X,-1433
463,3449,swZY4P,TrDzfz,8610,WE2MJ;7Kwkp;CvQ4t,5178;-2888;-1292
464,7804,SaH51h5,YyVzyjN7X,2322,Ax;vE;vT,-4828;4430
465,-4032,q,AytUQ,7117,36Oyjuuoxa,6983
466,6151,dp2Q,lK,7194,ucOMLo,-6968;583
467,4814,hsq,vLphmIk1,1265,47hO7Gtrfo;ES3eboG8nF,9995;9288;-8644
468,-8583,YjkNUK,wJGn0j6,-8318,vTU;Oaq;1D8,1373;5431
469,9743,9aIYpzm,0TcxVffD,-1303,6zz,-2837;-1123;4987
470,8279,knRfOgpLgQ,z1pQP95,-820,zkuVlxE,-1302;2265;-9307
471,-5623,nL1oEqSyTo,irhziYH,-4471,r,-4047;-4329
472,6792,ad1TIoXEVh,WMVbwC4Yy,-5709,cADvTwl,-3046
473,2534,0B94H,bPz,8136,hRT8UUUkFA,254
474,-653,2hP86ljgjt,Q1LeBY,-8807,iZ;cB;v3,7902;7368
475,975,svAf6,BnMrui2,5800,YekxLP,-5184
476,7923,7K1nSxj8K,zyA,8404,e;e;D,-1745
477,-4519,It5zyyw,G,4716,VPX4xC7W,-4123;7905;-702
478,-4210,z,zT,-5703,gupwGpa,-213;-9353
479,4580,1,tho3IKqV,-1521,2GOc;MyUu;8ATP,7647
480,-4412,obq08E,saE,-9329,bs,2610
481,8103,lYU,cPrV,4378,r4EbPj;5kxsM5,-8536;-3531
482,3230,yhJ4ZIOQEY,mdJ,-1852,V;d,4299;-8171;-8166
483,-9309,dsL,OOazHOqnRe,-1153,mD8UF,6284;-6914;-9030
484,-1089,Z2FrJf8,SVG5lVC,-3079,2XAL,3671;-9401
485,5484,Crwlh,MfH,-7939,Jsf;k5R,-1401;-3939
486,-9665,KgUMu5IK2i,56o,-6012,J;e;8,3453;6729
487,-6331,WOBgcCg3i,nvwdM,3857,7VZAzj43,-8139;8532;5501
488,430,UegGjBqIQ,TF7,6265,Ww;Sx;sk,6059
489,-5524,Mh5wZbbXgL,gM,-3657,aPB,1740;-8927;-3813
490,-8181,b,OwS0od,-1837,Byrcu8x9zM;soNepl2tPx,7062;9138
491,-5128,2nXFg,aGInQCOH,3242,VMu4MM;zavpC0;laXGFK,-1595;2206
492,-159,erAGJFtiNS,uQAWae,4345,riQtVmHcrH;7VD64eThyF;1nSLX5ts1i,-7285;-1080;327
493,-3115,yI,Xm94,6673,Xen0KtCCk;EWBDGPJJQ,-9333
494,8652,cs,Ghg,-2763,81nadmrNcR;6Fjr8k2cu0,3899;-3495
495,7781,kzgfF0,sPgezi,999,covVqt,-9908;1427
496,-2748,UioLOJSTE,3TGupq,4570,k4;uO;Mc,7485;6204;5743
497,9569,L85tJiyTP,2KYxz8hfk,-7232,SRmekkUavv;2YPA0FqFAb;qeIv7sLkdI,7911;-7545
498,8432,qbssjSgj,Ele1,2488,5cgOWC;uNrgt2,5286;-9909
499,3996,mmvMZZ,wsGoAy,585,duFG,-5712;8143;1152
500,-9419,qGnOwP8q,6O,9151,7oKXC8PU;Vw0IFMek;zS5f552L,8528;-2518
501,-3170,etQXr,eucEVcG,4095,5C;s2,-8404;-3484
502,4211,1Tqlo556m,HYWwL8,-5884,PO3njJK1gO,-3069;1572;4144
503,9393,zg0,b2vD9yE,3456,fkgZEYhi;avav1BsG;u6q9ZsDY,-67
504,-4081,uC0b8SC,BBcf,-8676,wLg7;vJkL;I61u,2518;7179;7203
505,8745,8qFLzY,X2q,2120,a6Vu7IEU;apNkgrHK;CQIBfovN,-1405;1269
506,9649,DYy,7Rm7EJAswI,7222,DQmu;c5dn,5270;3907
507,1590,UmxmBH,6,-9600,A5,1365;4653
508,7946,ebUkpYx,0ez,3888,Sb;ab;xu,-5917;-3528;-1690
509,3954,No,GELdA5nZrV,-3130,SSxG4;2FkJg;oHl16,-4743
510,8360,LEoSDY3A,byviduophB,-386,dCENg,7554;3063;1643
511,8524,KqwPYm9I,Zp4Ck,9854,wP,241
512,-677,Nw24,LkHYkr,9226,X2,-9704
513,4849,dx,jUUZcN,-9949,Vhu;Ixi;Ky0,6465;-9825
514,-5750,blfz280H,RwrzeIWm,9174,7ArZRsTgSk;CCLhFcQ4Dj,-4729;9274;-1844
515,-2405,SXE,OdV6T,-2157,z;N;3,245;-2480;2538
516,-2535,2,iY7wLs,-2146,9LN;uUo;mCF,7424;6494
517,-4999,YJ,qsI8v6Aw,-9014,F2W,-8995;-6424;8560
518,-5648,JY,z3,3997,rjtpRZo,-4133;-4819;-7821
519,-5059,Y,cPxG,9505,Pge34I;Xz6bNC,7890;7474;1289
520,-386,SNOC8y,G9K9NkWL,-1096,uvHZZ,-4062
521,-3284,wmdk2r4,K7s5at,-6136,ir;dL,-6875;-1199
522,9117,BlR,ld,-3532,sH2d;3oUH;lIr8,7721;1647
523,-3855,DYrUU,0VA8gqO,469,YwGTkrCy;iOAoqzzT;quQAVWmS,4224;6383;-7878
524,-2379,u,9IId,9980,n;I,5567;8052;-9278
525,6467,vd5NrYR0Gz,AwWIvUXKm,-4185,WRoceIa;ACTY9CL;QGyNjst,2939;-2562;-7072
526,1870,h7PC,SM,1522,3lS6,631
527,815,xWylZN,7Qm,-4989,E7,7311
528,-2952,6jJKP5Y,CTJl0DIdjQ,-5074,y1W6jFwvpr;zh4KmDwg52,8607;-5741;4918
529,8330,LnufaE4g,AByscfAMV7,-4222,RDZK;RhbZ;Hdiq,-8478
530,5356,jfJEOke,lCEWYlFq3,5111,bFJDK,5080;-6899
531,3210,JrhPu,jrbqsm,-4903,3qQ4SqT5t;IMuohgIgh;Ea2QndGRH,5630;-6470;-5189
532,8864,ng7a,JUHMhhYK,7251,eWE;BE6;sZP,-1116;-3455
533,1599,1ha,p77sRPJH,3905,M5;Og;DL,-15;1572;2541
534,-2297,N,f,1406,oaNLLq7AQ;BX0ENH2y4,5267
535,7280,HW42F,O,-9190,xwAEYwS;LHrv6nL;OGWMvP1,-4642;-8184
536,-9663,irT,tqWs,-107,Phd5VqMOV;Xrx3mINJX;xuHdczi8V,-9965
537,1680,4onv5JUHX,Qi1i4DsR,4120,ivDNP,-4281;-8510;5658
538,-7740,NpeAnA95n,oMylql8ExY,-48,J7;3d;rj,5854
539,5502,y3B3,b3,-6086,MOkkcgq1x1;p55tq4lzpG,-9546;8556
540,-9258,KBCL6e8,XNu8,1999,hcc7y,7513;-9213
541,-1146,c,idQ,7006,jCo;p3U,-8784
542,-9500,k1cWt,zr,-2320,vrHdk;PKa9i;4d4w0,4721;-6636;-3302
543,2447,LBFDibA,Ei3pWH6rA,-6136,b9rFeEfBPE;vUjf7UDgYw,3355;-5823
544,3988,VGSFxz3U,7r0,-1978,WQ;5F;Gn,8058
545,-727,BRNMU5gc,K8,2796,oh80AU;dlGyt5,-2984
546,-8639,ZvIW,lhqoCIVEN,-9631,Csbd;q1rK;GGN6,-4410;-4891;-729
547,-1575,HE,CvyzQo7,9162,wmJGqm;CrmFSW;W297BE,3823;6301;-7161
548,1721,GkFclbdcB,vC4s8h,-7885,RGQ,-2466;1322;4102
549,-2443,0wnk8hUFnX,xaq56mRKav,5947,s03SjwwE;tdCZjETn;XVqFHUzB,-6280;-7296
550,9602,VP,B1gss7kQTu,5037,4RZ;PcB,-9703;-9154;3545
551,-3498,0UYpl,9frmq8O,7613,m5d;dgA,-6254
552,1179,Jm,CBafH46,7254,knTr7Um;sKUQYoo,7050;3687
553,-6816,VYyQf8,bjQx6,2567,10J4,9864;8902
554,-378,mZj9Qyhu,lr,5080,RaE;s1s;crh,8446;6703
555,3827,N4U,J,5146,N8nfaNrd,6425
556,9776,s,h,-789,L;k;G,-871;6436;2494
557,-5326,x,c,4142,SHMyV91zu;Swc27IxHR,1673;2896
558,1698,R,bKY,6388,t;K;R,7663;-4703;3734
559,6749,Wj6qmvsC,WnDhtiXwaj,851,am40d1y,4618;7764
560,9456,qN,zm8g13NA,7489,OTIOCh;lVEevl,1406;-1893;-3082
561,416,NZO4,2ub,-6549,LuIMFHL;PLeMzOz,2068
562,-4640,wftnZxkOB,Ms1YmouqgA,1776,V5;w6;ra,4063;-2715
563,320,tYV9D,RHFrpDD9,-6106,N1NH,-4460;-7739;-5671
564,3411,L6i3qn3,D,-6024,D83VDSV;VK9ZKFy,-3922
565,506,zBL,IpfC5fc,7980,rxY;VVS,-4778;2071;-47
566,9422,MK3VbE5Vw,6SXd6,-9801,o,-7343;-8597;5373
567,-4486,GeSS5UGI,PomO,-9608,2C9,-6811;7294
568,1457,1Aux,JYIrh,1739,Llwwd2QlR;YFve96raE,-2442
569,1290,DP4nA8,f,-4283,ylun3W5J,8243;7710;9725
570,564,97v7Y,hCCK53WIoo,-8926,4TO1;UOh8;hJYG,4034;-2910
571,-3204,K,zF,5917,NKNQR;s2r7f;DvU2i,-1067;-2971;-1684
572,811,m,EitW5i,-2217,Qj3Fooe,1783;-7843;6806
573,6203,Y8m2uwCe,WW1,5560,jRXmTD0p;VB5FzMdd,-6365;2956;2817
574,-8521,NR,mfJGsjE,4334,y3iOx;ysBMo;HpRKr,3971;-1040;9802
575,-722,nypAuqsjcp,Crak6JI,-9886,RdJ5;Y5y3,3495
576,3684,y1yt4,35mBguP,-365,4sA7w5H;7y9Gq1W;vtOWwNz,1564;3289;-1657
577,9750,0K5ZGm,jV,-820,6Kl7Hu3;FIHzvAB,170;6124
578,4904,LHJofMmd5o,JjEsEP,9123,9wONh7Au;4mUccdX6,437;-837;8929
579,512,e1n7,3FzvK,5651,kMhGEAZNJZ;qMfpNBHU66,-2761
580,-2374,TYe,3fgDYtYs6A,-1373,bnXJl;KGXFo;MtKVT,-71
581,2024,c,6DeIU9,-554,v1Z,3129
582,-5677,DV,xQG,4311,yR4ZtSBl,-9968;-5703;-2931
583,-9845,1mIlj77R,OsI,9838,PtBxc;rCjWO;URvsv,3937;7185;9894
584,-6465,xuCbedKv,96jLzr,94,8YbkPB,931
585,8638,x,CrD,5098,WM6;0ZT,-683
586,-8916,Y8k3Afam,L,-4195,FS;5h,3743;-3787;6442
587,2189,l7,N,1104,aA5,-6083;-9811;5302
588,5084,KX3BI3FW0Q,Px,-2140,6kM6;JCvp,8029;-4320
589,1436,NBi39hrk,0JMCAH,-8075,gO;6r;8Q,-6019;-3232
590,-1417,S,sX4VKoEZ,-7540,MTEc9;tv98x,-1921
591,6625,zeCBY8,YYAOgndpf,-7113,llV;Y0t;Tno,2277
592,5447,kTWO9LAf,c4g68,-5330,WJ;li,7300;7632
593,-4762,tSJD7qHu,e3xq4jSZ1,-9500,U1h7n;qLWBL;puQnP,-9199;-5136;-1596
594,-9739,l3qPvnKI,sD8xBsoJn,-7334,3;l,-4256;6964
595,-8914,FVvAgPCF3,AKa5nM6R,9983,5hUR;SoP2;v5Vw,1204;863
596,8834,GNuM,Zg8eLl,828,fETDwQlEs;2E4C4ZLJE;0UpiGsVq8,-5288;5690
597,6670,dj,hmFX,-6485,Fn3xf3zJY;Z0B0NYwGp;XnN63qTXi,6233
598,-9600,Do,g7t2FYRncW,5334,ApD1vgOE,4585;9790;-6729
599,3984,IRMdIA6q,PqJ,-6877,PRJkAg2uY;3U15SiQwY;Q9QoEFueb,4518
600,7054,AW2,svFP42lP6,8701,R2EHiVrNDT;HpoP9jffFY;PWAxusgR3H,2643;3808
601,-506,DG9D,k34S2,9202,bzj,-5164;-2019
602,1931,7bI0EePL,YgiV9NRU,-5909,QRTGPEaUNs,-6171
603,7748,aZJMauC,KOLjCq,1414,282JR,-4388;5870;8068
604,2147,L0RTxm,VaEczQUl,6920,LBFjm,-782
605,-9479,iPqwkWEWVT,L,-7266,5m2GjUf8B5,-9648;-7891
606,5733,sUkT,97pt24X1,-1446,3Akh2Fcw;20Rr3XV3,4094
607,2475,KQtcpKZtyI,Jc4,5231,in3,3996
608,3693,G,9gNRkjWUEM,-9802,1rn;uib;IR5,-3637
609,-7888,aZrQ2zd,7oy4Jb,6175,TbCRHW0u;GRSYDl97;ay7zxr9L,-8255;-1662
610,-1195,RRo2ZHZX,RFr,-7823,iI;Xv;Hl,-921
611,7459,MIKnG,d,-722,USPNR;wYTjB;O9Au2,-4832;6190;278
612,6090,Zsl,R52QhsWIM1,-6790,D;U,5395
613,-948,fke8,Zrr6XtWPDa,-8270,wFAw7Eqt8;iPK5MaUhV;KUjn41vgv,-2141;3675;-2611
614,-5664,63QiAM,TZouiVn,1635,eTCvF;j2dt9;tQSNc,9504;-7615;-5288
615,1941,PK59,KtWu,2597,Ul;HR;81,-8079;-5379;6835
616,-9902,0,NIKU,-184,w,-6529;-7799
617,-3889,gni,zUNP,4573,Fk3IysO;F6WfSoQ,3390;-1018
618,7423,0Fvh8T,7dIEJVVJ0,-2553,06Y5;eGx5;DddH,-9559;8818
619,-7885,71IVJ,0JZQEpO,-7862,lcfE,413
620,581,kgQGKe,zx2s0i5S,3540,zMdXI,-5647;6579;5935
621,5659,i,N,9976,YS3ohPzKS,-2102;-2031;-8607
622,-280,J8DI9TL,azgk6RKIW,2385,YfAA;36uj;fqrQ,-8351
623,-136,q6qWWojf2,QXcSY,5123,KBmQL;vMQ8w;qLYBU,-2041;-7201;9861
624,3798,7rv,lNplWDB,8901,GACy31neq,383;5418
625,6473,DQzEDoSS1,p1BxE,9596,Q4SwdR;jxbbol,1300
626,-424,U,00PsEF3EG,-4223,Ke3ZYy;JZT5EC;efaJyB,-9392;-9998
627,-3588,J6EsjI0Vg,Jz,2117,0UdMJ2,-3333;363
628,-714,1fNA5mWiT,qqjO,1186,ae25TZ;bAXSK1,-4300;3259;-7218
629,886,et0CN2ZnLJ,XOED263Q,7639,P1IwYynxS,-3150;7183
630,-4834,9LIDV,u,-5889,r6JN;wg7v;LFpI,8531;-5500
631,-3556,Vjk,wFqEeaF,-3860,b2BtQFR,4189
632,-5295,ZPtOot,XQHyTFK0y,1233,8vLg;XjrB;ODVN,-4880;1141
633,6013,cHPVhEXxxq,CbRs,1064,XZDoEWfe;7lJYsi4J;BeSvHYSh,-4965;-2381;5545
634,-6416,uJiniPqI,G,-9911,okwG;c2dz,-4728
635,4228,qlEauLUf1,RPAUoiIjdQ,8070,4a;Wj,9050;8239;-4438
636,-4371,ft7GNL96v3,e2,6915,smCx;KknD;LDfc,-310;9879
637,3970,Gdh5,O,-9321,crCh;vWnn,8847
638,-8701,JWdcIqEj,1NLofIiNN,-7476,swAKDHl;eOqPy1B,-8652
639,3371,93bh,FK53lD36,-6678,XXOSvZ2r3;26uwpI9Zk;e4LytwpIf,384;-7721;-77
640,-227,P0mxZTYw,HmqjEoP4,8746,IU6OEJ;y6qz50;tSopoK,8452;-257
641,-5002,5l,fid2euhZ5,3302,F5MXkLTo2;25jBD1mA2,-4387;3449;-3876
642,-3444,IuNau,PltnO,4442,RrB9cn3P;EcBa5BTq,-514;813
643,7202,CX9xEq1S,e7X34q,-1971,3G2zM,-6535;-5133;-3104
644,5190,gPTngKT,djZhd,8097,TKb;zIC;04H,1265;3843
645,-3277,bdtv,E3iMw,8956,5p;fd;gd,2844;-1914;1245
646,1555,Z,j33bPC0X,-6127,EdW,1611
647,5786,C0Q,3ckTIZD,4765,9Snql;IU7sF;SSaZW,9906
648,9187,JXYDb,3TRc,7023,sX,-1406;-7026;5363
649,7837,Jang3tCJGk,GxNHukoH,-6236,CEvRM6PKDC;PZ0T1SJNRw;xOpFAJLXAH,7190;3612
650,1368,VuFhO,0b,-5980,yXl1,-1834
651,-4325,5IET,Q5,-7607,GAb;6bZ,-986;-1720;-8794
652,5517,Su,zp,-9493,2Uq;bh9,-7350;-7353;-9700
653,-2724,uoauPa,Mfw9c,8092,j;B;P,-6137
654,7820,f7asWxJx,pUWwtK,-3006,9TExpG;UUUFjf;tk6lBQ,4371
655,-3233,eu74ABjR,6gO61xK,-3912,Jw;eG,2550;6198;-1818
656,9446,sMn,dFzoXc3,9341,l;h,4055;-5792;-7266
657,-4636,STe6Gpt,rm,-4984,EnXde;WMsH0,1114;8472;-2656
658,2252,81HmLY,by7Zv,-853,cqmuq6gX6i,7377
659,-7820,el3CUYg,UAgB,-9389,yA1,-2871
660,-9042,9TEoJJD,CoL,4134,pd1aZSD;m8xgOIa;Uroni9j,-5991;6237;-1908
661,7361,ZtzBdTQor,3Jk5q5gVn,-7726,c;5;I,5272;-4209;-2481
662,5030,d9W1,ftjTX1,-8582,d,537;9471;7997
663,2680,dIY4lrc,Sjxqk7l,-1375,n8i;rIz;TtN,-6722
664,4978,kh,t,-7770,4;F;F,-1345;7749;-8923
665,-4587,66rB7iA,WWKRU72NQ8,-628,J;y;5,-7850;-277;-3766
666,-4846,aItMb,VZR,4171,brWg;Is7S,-3148
667,1806,u0,SPHrs,-8590,Cb;sL;qC,335;1355;-8760
668,-9713,r5wMfJ,1pxiYO,344,esWTbZs7m;5Ta1jlSYq;1WRXMSZvy,-9475;-2048;-4936
669,-7053,d4s4hKCPCg,MdECV,2493,KR;FY,-7918;-4016;-6597
670,-8710,iSPL475lk,xnhafwUPLo,-2081,CUsh;YRvJ;zzHH,-109;3954;-3613
671,-7327,G8By82Va,6chu,7301,iVIg37clLL;z59j7TjTNg;fkx4yaohpj,9656;-2106;5755
672,-5914,qHrULaA,9r8GZ,6857,zQ72;WptA,2439;7429
673,1049,pn7TgaF,9,4241,Dg8vDmneu;JUeNyAbMk;vc0l9hZRY,6448;-8944;-1624
674,-7268,x,78,8056,nPF4ul;GSol1Z,-3864
675,7516,ei,oPMRgJC,8235,z5tT1Ew,-684;-9115
676,-1326,yFVNJi4apj,vYDcnwCB5,8227,qeVB,3293
677,-2893,40ZIe88Zj9,OE,4850,Qw,-3167;-4776
678,8949,082s7lKV,R2WLnLCKkS,6372,LqAWS;Cnl6W;bySx4,8434
679,1250,JGAMeHkoZ,V9wFa0,-2205,xVsdx4mt;du0I2kcR,1147
680,-7665,1nM,K,2171,CzgTrs0,2582;8673
